,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000
83,0.0,171596.81306999997,165106.76847,165106.76847,165106.76847,165106.76847,165106.76847,165106.76847,165106.76847,165106.76847
84,0.0,0.0,0.0,223829.649719,187869.12409,181733.15465100005,175896.795383,175896.795383,175896.795383,175896.795383
85,0.0,0.0,0.0,144636.818209,144636.818209,144636.818209,144636.818209,144636.818209,144636.818209,144636.818209
86,0.0,0.0,190773.24042899997,183969.32688899996,183969.32688899996,183969.32688899996,183969.32688899996,183969.32688899996,183969.32688899996,183969.32688899996
87,0.0,0.0,184047.54660299997,184047.54660299997,184047.54660299997,184047.54660299997,184047.54660299997,184047.54660299997,184047.54660299997,184047.54660299997
88,0.0,0.0,189930.00172400003,181000.45914199998,156832.454444,156832.454444,156832.454444,156832.454444,156832.454444,156832.454444
89,0.0,0.0,191970.20336799996,138182.887315,138182.887315,138182.887315,138182.887315,138182.887315,138182.887315,138182.887315
90,0.0,0.0,165979.877914,142504.882434,142504.882434,142504.882434,142504.882434,142504.882434,142504.882434,142504.882434
91,0.0,0.0,0.0,197140.43408599996,189782.42902199997,165589.99291200002,165589.99291200002,165589.99291200002,165589.99291200002,165589.99291200002
92,0.0,0.0,199467.559453,176907.80590399998,175878.007389,168861.9153,168861.9153,168861.9153,168861.9153,168861.9153
93,0.0,0.0,0.0,174874.554514,150946.13416500002,150946.13416500002,150946.13416500002,150946.13416500002,150946.13416500002,150946.13416500002
94,0.0,0.0,232471.831999,220617.49375499997,165045.59502500002,165045.59502500002,165045.59502500002,165045.59502500002,165045.59502500002,165045.59502500002
95,0.0,0.0,190547.046543,174626.026541,161927.084208,161927.084208,161927.084208,161927.084208,161927.084208,161927.084208
96,0.0,0.0,0.0,0.0,183481.39130200003,176270.26590199998,161086.81459099997,161086.81459099997,161086.81459099997,161086.81459099997
97,0.0,0.0,0.0,228257.00574599998,158576.88302599997,158576.88302599997,158576.88302599997,158576.88302599997,158576.88302599997,158576.88302599997
98,155329.372436,155329.372436,155329.372436,155329.372436,155329.372436,155329.372436,155329.372436,155329.372436,155329.372436,155329.372436
99,0.0,0.0,173297.55842900003,173297.55842900003,154783.66987900002,154783.66987900002,154783.66987900002,154783.66987900002,154783.66987900002,154783.66987900002
